top_frac,k,pred_rate_mean,obs_rate,tp,fp,pred_minus_obs,ratio_pred_to_obs,model
0.01,83973,0.01788190943170659,0.018517856930203757,1555,82418,-0.0006359474984971684,0.9656576081727957,raw
0.001,8397,0.07264367305462356,0.07216863165416221,606,7791,0.000475041400461354,1.0065823805935215,raw
0.0001,840,0.2339457517965508,0.19285714285714287,162,678,0.04108860893940794,1.2130520463524856,raw
1e-05,84,0.45290268984903426,0.2976190476190476,25,59,0.15528364222998664,1.521753037892755,raw
