top_frac,k,pred_rate_mean,obs_rate,tp,fp,pred_minus_obs,ratio_pred_to_obs,model
0.01,100768,0.018474923756280157,0.018547554779295015,1869,98899,-7.263102301485747e-05,0.9960840647794751,raw
0.001,10077,0.07628772017040536,0.06996129800535873,705,9372,0.006326422165046627,1.090427455542092,raw
0.0001,1008,0.22660021448814624,0.1736111111111111,175,833,0.052989103377035135,1.3052172354517224,raw
1e-05,101,0.4034167388879197,0.2871287128712871,29,72,0.11628802601663257,1.40500312509241,raw
